lines,tokens,occurrences
12,34,2,78,C:\Users\Panos\Documents\Teipir\mhxanikh logismikou\ergasia telikh panos\TicketManagementSystem\src\ticketmanagement\Ticket.java,202,C:\Users\Panos\Documents\Teipir\mhxanikh logismikou\ergasia telikh panos\TicketManagementSystem\src\ticketmanagement\SystemInterface.java
12,30,3,56,C:\Users\Panos\Documents\Teipir\mhxanikh logismikou\ergasia telikh panos\TicketManagementSystem\src\ticketmanagement\Ticket.java,297,C:\Users\Panos\Documents\Teipir\mhxanikh logismikou\ergasia telikh panos\TicketManagementSystem\src\ticketmanagement\SystemInterface.java,32,C:\Users\Panos\Documents\Teipir\mhxanikh logismikou\ergasia telikh panos\TicketManagementSystem\src\ticketmanagement\Route.java
